label,message,processed_text,language
spam ,URGENTE! Estamos tentando entrar em contato com você. O sorteio do último fim de semana mostra que você ganhou um prêmio de £ 900 GARANTIDO. Ligue para 09061701939. Código de reivindicação S89. Válido apenas por 12 horas,urgent tent entrar contat voc sortei ltim fim seman mostr voc ganh prmi garant lig cdig reivindica s vlid apen hor,portuguese
ham  ,"Olá amigo, qual é a melhor maneira de evitar mal-entendidos com nossos entes queridos?",ol amig melhor maneir evit malentend entes quer,portuguese
ham  ,"Ótima fuga. Eu gosto da ponte, mas preciso da cerveja dela. Vejo você amanhã",tim fug gost pont precis cervej vej voc amanh,portuguese
ham  ,Sim :)está completamente fora de forma:)clark também é um desperdício total.,sim est complet formaclark tambm desperdci total,portuguese
ham  ,"Senhor, preciso do número da conta e do endereço do banco AXIS BANK.",senhor precis nmer cont ender banc axis bank,portuguese
ham  ,"Hmmm... Obrigado, com certeza tenho tempo para pular... Sim, posso ir de graça... Muz te liga para discutir a ligação...",hmmm obrig certez temp pul sim poss ir gra muz lig discut liga,portuguese
ham  ,Que horas você vem depois?,hor voc vem,portuguese
ham  ,"Puta merda, não acredito que você esqueceu meu sobrenome, Sr. Vou te dar uma dica, é espanhol e começa com m...",put merd acredit voc esquec sobrenom sr vou dar dic espanhol com m,portuguese
ham  ,"Bem, vou terminar meu banho agora. Tenha uma boa...ótima noite.",bem vou termin banh agor boatim noit,portuguese
ham  ,Me avise quando tiver o dinheiro para que o Carlos possa fazer a ligação,avis dinheir carl poss faz liga,portuguese
ham  ,Você ainda vai ao shopping?,voc aind vai shopping,portuguese
ham  ,"Acontece que meus amigos vão ficar para o show todo e não vão voltar até ~ &lt;#&gt;, então sinta-se à vontade para ir em frente e fumar aquele $ &lt;#&gt; que vale a pena",acontec amig vo fic show tod vo volt at ltgt ento sintas vontad ir frent fum ltgt val pen,portuguese
ham  ,"Mande uma mensagem para ela. Se ela não responder, me avise para que eu possa fazer com que ela faça login",mand mensag respond avis poss faz faa login,portuguese
ham  ,Olá! Você acabou de falar com MANEESHA V. Gostaríamos de saber se você ficou satisfeito com a experiência. Responda ao número gratuito com Sim ou Não.,ol voc acab fal maneesh v gostar sab voc fic satisfeit experinc respond nmer gratuit sim,portuguese
ham  ,"Você levantou minhas esperanças com a oferta de dinheiro. Estou precisando. Especialmente quando o fim do mês se aproxima e isso prejudica meus estudos. De qualquer forma, tenha um ótimo fim de semana",voc levant esperan ofert dinheir precis especial fim ms aproxim prejud estud qualqu form tim fim seman,portuguese
ham  ,Kkkk não. Pode confiar em mim.,kkkk pod confi mim,portuguese
ham  ,ok. Sou um cavalheiro e tratarei você com dignidade e respeito.,ok cavalheir trat voc dignidad respeit,portuguese
ham  ,"Ele vai, vocês fecham?",vai vocs fech,portuguese
ham  ,Nada de bom acontecendo. Tchau,nad bom acontec tchau,portuguese
ham  ,"Olá, bonitão! Você está encontrando aquele emprego? Não está sendo preguiçoso? Trabalhando para recuperar aquela rede para a mamãe? Onde está meu boytoy agora? Ele sente minha falta?",ol bonit voc est encontr empreg est send preguios trabalh recuper red mam onde est boytoy agor sent falt,portuguese
ham  ,"Haha, incrível, estarei aí em um minuto",hah incrvel estar minut,portuguese
spam ,"Ligue para nosso representante de atendimento ao cliente pelo telefone GRATUITO 0808 145 4742 entre 9h e 23h, pois você GANHOU um prêmio garantido de £ 1.000 em dinheiro ou £ 5.000!",lig represent atend client telefon gratuit h h pois voc ganh prmi garant dinheir,portuguese
ham  ,"Você tem horários de rádio de Natal. Se não, eu vou conseguir agora",voc horri rdi natal vou consegu agor,portuguese
ham  ,Acabei de chegar em casa. Vou tomar banho primeiro. Mas minha irmã usando a net avisa quando ela termina k...,acab cheg cas vou tom banh primeir irm usand net avis termin k,portuguese
spam ,Você é único o suficiente? Descubra a partir de 30 de agosto. www.areyouunique.co.uk,voc nic suficient descubr part agost,portuguese
ham  ,"Sinto muito. Entrei para a liga de pessoas que não mantêm contato. Você significa muito para mim. Você tem sido um amigo em todos os momentos, mesmo com um grande custo pessoal. Tenha uma ótima semana.|",sint entre lig pesso mantm contat voc signif mim voc sid amig tod moment grand cust pessoal tim seman,portuguese
ham  ,Olá :)finalmente concluí o curso:),ol final conclu curs,portuguese
ham  ,"Ele vai parar por si só. No entanto, sugiro que ela fique com alguém que possa dar ors para cada fezes.",vai par si s entant sugir fiqu algum poss dar ors cad fez,portuguese
ham  ,Como você está? Espero que você tenha se acomodado para o novo ano escolar. Só desejo a você um ótimo dia,voc est esper voc acomod nov ano escol s desej voc tim dia,portuguese
ham  ,Bom dia querido tenha um bom dia,bom dia quer bom dia,portuguese
ham  ,Você entendeu a história dessa pessoa?,voc entend histr dess pesso,portuguese
ham  ,"seu hamster morreu? Ei, então tmr te encontro às 13h orchard mrt?",hamst morr ei ento tmr encontr s h orchard mrt,portuguese
ham  ,"Olá, sou Kate, como está sua noite? Espero poder vê-la amanhã um pouco, mas tenho que ficar com o babyjontet! Mande uma mensagem de volta se puder. :) xxx",ol kat est noit esper pod vla amanh pouc fic babyjontet mand mensag volt pud xxx,portuguese
ham  ,"Achei, ENC &lt;#&gt;, onde você está?",ache enc ltgt onde voc est,portuguese
ham  ,Eu te enviei &lt;#&gt; dólares,envi ltgt dlar,portuguese
ham  ,"Olá querida, terminei a faculdade agora, então me mande uma mensagem quando terminar se você consegue amar Kate xxx",ol quer termin faculdad agor ento mand mensag termin voc conseg amar kat xxx,portuguese
ham  ,Sua conta foi recarregada com sucesso em INR &lt;DECIMAL&gt; . O saldo da sua conta pré-paga KeralaCircle é de Rs &lt;DECIMAL&gt; . Seu ID de transação é KR &lt;#&gt; .,cont recarreg sucess inr ltdecimalgt sald cont prpag keralacircl rs ltdecimalgt id transa kr ltgt,portuguese
ham  ,"Bom dia, gatinha dorminhoca.",bom dia gatinh dorminhoc,portuguese
ham  ,"Me ligue às 11, ok?",lig s ok,portuguese
ham  ,Ü diga até que tipo dat eu não compro ericsson oso não posso pedir...,dig at tip dat compr ericsson oso poss ped,portuguese
ham  ,"Quando entrei na minha cabine, minha PA disse: ''Feliz aniversário, chefe!!''. Eu me senti especial. Ela me convidou para almoçar. Depois do almoço, ela me convidou para o apartamento dela. Fomos lá.",entre cabin pa diss feliz aniversri chef sent especial convid almo almo convid apart l,portuguese
ham  ,"Certo, cara, isso é sério, mano",cert car sri man,portuguese
ham  ,"Por favor, nos dê a conexão hoje mesmo antes de &lt;DECIMAL&gt; ou devolva a conta",favor d conex hoj antes ltdecimalgt devolv cont,portuguese
ham  ,"Ambos :) Eu atiro muito, então prepare-se!",ambos atir ento prepares,portuguese
ham  ,"E aí, mano, espero que você tenha tido uma ótima pausa. Tenha um semestre gratificante.",man esper voc tid tim paus semestr gratific,portuguese
ham  ,Casa para que possamos sempre conversar,cas poss sempr convers,portuguese
ham  ,K:)k:)bom:)estude bem.,kkbomestud bem,portuguese
ham  ,Sim... Como assim?,sim assim,portuguese
ham  ,Parece ótimo! Você está em casa agora?,parec tim voc est cas agor,portuguese
ham  ,"Finalmente a partida caminha para o empate, como você prevê.",final part caminh empat voc prev,portuguese
ham  ,Cansado. Não dormi bem nas últimas noites.,cans dorm bem ltim noit,portuguese
ham  ,Fácil ah?sen foi selecionado significa que é bom.,fcil ahsen selecion signif bom,portuguese
ham  ,Tenho que fazer prova dia 3 de março,faz prov dia mar,portuguese
ham  ,"Sim, você deveria. Acho que você pode usar seu gt atm agora para se registrar. Não tenho certeza, mas se houver alguma maneira em que eu possa ajudar, me avise. Mas quando você fizer, certifique-se de que está pronto.",sim voc dev acho voc pod usar gt atm agor registr certez algum maneir poss ajud avis voc fiz certifiques est pront,portuguese
ham  ,"Ok, sem problemas. Não tenha pressa.",ok problem press,portuguese
ham  ,Existe um sistema operacional chamado ubandu que roda sem instalação no disco rígido... você pode usar esse sistema operacional para copiar arquivos importantes no sistema e entregá-los a uma oficina de reparo.,exist sistem operacional cham ubandu rod instala disc rgid voc pod usar sistem operacional copi arquiv import sistem entregl oficin repar,portuguese
ham  ,"Desculpe, ligo mais tarde",desculp lig tard,portuguese
ham  ,"Você diz leh... Claro que nada acontece lar. Não digo v romântico, só um pouco só lor. Eu acho que o cenário noturno não é tão legal leh.",voc diz leh clar nad acontec lar dig v romntic s pouc s lor acho cenri noturn to legal leh,portuguese
spam ,"500 novos celulares de 2004, TEM QUE IR! Txt: NOKIA para o número: 89545 e pegue o seu hoje! A partir de APENAS £ 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",nov celul ir txt nok nmer peg hoj part apen optout gbpmtmsg,portuguese
ham  ,Realmente apreciaria se você me ligasse. Só preciso de alguém para conversar.,realment aprec voc lig s precis algum convers,portuguese
spam ,"Você vai conhecer o seu parceiro dos sonhos em breve? Sua carreira está descolada 2 um começo rápido? Para descobrir de graça, envie HORO seguido do seu signo, por exemplo, HORO ÁRIES",voc vai conhec parceir sonh brev carreir est descol com rpid descobr gra envi hor segu sign exempl hor ries,portuguese
ham  ,"Olá, empresa elama po mudyadhu.",ol empres elam po mudyadhu,portuguese
ham  ,"A vida é mais rigorosa que o professor... Porque o professor ensina a lição e depois faz o exame, Mas a vida primeiro faz o exame e depois ensina as lições. Feliz dia...",vid rigor professor porqu professor ensin lio faz exam vid primeir faz exam ensin lies feliz dia,portuguese
ham  ,Querido bom dia agora só estou acordado,quer bom dia agor s acord,portuguese
ham  ,Desça em Gandhipuram e caminhe até a estrada transversal. Lado direito &lt;#&gt; rua e vire na primeira à direita.,des gandhipur caminh at estrad transversal lad direit ltgt rua vir primeir direit,portuguese
ham  ,"Querida, estamos indo para o nosso lugar de borracha",quer indo lug borrach,portuguese
ham  ,"Desculpe a bateria acabou, sim, estou aqui",desculp bat acab sim aqu,portuguese
ham  ,Sim:)aqui a TV está sempre disponível no local de trabalho.,simaqu tv est sempr disponvel local trabalh,portuguese
spam ,"Mande mensagem e conheça alguém sexy hoje. Você pode encontrar um encontro ou até mesmo flertar, depende de você. Junte-se a 4 por apenas 10p. RESPONDA com NOME e IDADE, por exemplo, Sam 25. 18 -msg recd@thirtyeight pence",mand mensag conh algum sexy hoj voc pod encontr encontr at flert depend voc juntes apen p respond nom idad exempl sam msg recdthirtyeight penc,portuguese
ham  ,"Eu imprimi, oh. Então &lt;#&gt; suba as escadas",imprim oh ento ltgt sub escad,portuguese
ham  ,"Ou estarei um pouco mais perto, como no ponto de ônibus na mesma rua",estar pouc pert pont nibus mesm rua,portuguese
ham  ,Onde você está? Quando você chegará aqui?,onde voc est voc cheg aqu,portuguese
ham  ,"Nova Teoria: O argumento vence a SITUAÇÃO, mas perde a PESSOA. Então não discuta com seus amigos, apenas... . . . chute-os e diga, estou sempre certo.!",nov teor argument venc situa perd pesso ento discut amig apen chut dig sempr cert,portuguese
spam ,U 447801259231 tem um admirador secreto que está procurando fazer contato com U-descobrir quem eles R*revelam quem acha que você é tão especial-ligue para 09058094597,u admir secret est procur faz contat udescobr rrevel acha voc to especiallig,portuguese
ham  ,"Amanhã será a audiência final sobre o caso do meu laptop, então não posso.",amanh audinc final sobr cas laptop ento poss,portuguese
ham  ,POR FAVOREE ...,favore,portuguese
ham  ,"Certo. Não, não, só estou brilhando. Era para ser um sinal, mas soa melhor.",cert s brilh sinal soa melhor,portuguese
ham  ,"Embora eu tenha dito que agora estou interessado em relógios de pulso, eu realmente gosto do relógio que você me deu porque é para você. Obrigado por tudo que você fez hoje, estou emocionado...",embor dit agor interess relgi puls realment gost relgi voc deu porqu voc obrig tud voc fez hoj emocion,portuguese
ham  ,Você não se lembra daquele comercial antigo?,voc lembr daquel comercial antig,portuguese
ham  ,Tarde demais. Eu disse que tenho o site. Eu não tenho ou não tenho os chinelos,tard dem diss sit chinel,portuguese
ham  ,"Eu pedi para você ligar para ele agora, ok?",ped voc lig agor ok,portuguese
ham  ,Kallis não rebaterá no segundo turno.,kall rebat segund turn,portuguese
ham  ,"Não funcionou de novo, oh. Ok, boa noite então. Vou consertar e deixar pronto quando você acordar. Você faz muita falta, tenha uma boa noite de sono.",funcion nov oh ok boa noit ento vou consert deix pront voc acord voc faz muit falt boa noit son,portuguese
spam ,"Parabéns, você ganhou 500 vouchers de CD ou 125 brindes garantidos e entrada gratuita para 2 sorteios de 100 semanas. Envie MÚSICA para 87066 TnCs www.Ldew.com1win150ppmx3age16",parabns voc ganh vouchers cd brind garant entrad gratuit sortei seman envi msic tncs,portuguese
ham  ,Ranjith cal drpd Deeraj e deepak 5min de espera,ranjith cal drpd deeraj deepak min esper,portuguese
ham  ,"Quando seus adoráveis irmãos ficarem bravos com você, não leve isso a sério... Porque ficar bravo é a maneira mais infantil e verdadeira de demonstrar profunda afeição, cuidado e amor!... kettoda manda... Tenha um bom dia, pai.",adorv irmos fic brav voc lev sri porqu fic brav maneir infantil verdadeir demonstr profund afei cuid amor kettod mand bom dia pai,portuguese
ham  ,O que você está fazendo? Como vai?,voc est faz vai,portuguese
ham  ,"Ups, que também leva 3 dias, e a transportadora, que leva 2 semanas. A outra maneira é o USPS, que leva uma semana, mas quando começa a atrasar, você pode ter que subornar o Nipost para receber suas coisas.",ups tambm lev dias transport lev seman outr maneir usps lev seman com atras voc pod ter suborn nipost receb cois,portuguese
ham  ,"Estou de volta, me avise quando estiver pronto",volt avis pront,portuguese
ham  ,"Não espere necessariamente que isso esteja pronto antes de você voltar, porque estou saindo agora.",esper necessari pront antes voc volt porqu saind agor,portuguese
ham  ,"Mmm tão gostoso, querida... Boa sacudida na suzy",mmm to gostos quer boa sacud suzy,portuguese
ham  ,"Onde você está, amor? Eu preciso de você...",onde voc est amor precis voc,portuguese
